respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,attention_flag,logic_flag,duplicate_flag,straightline_flag,visit_depth_bin,perception_mean,importance_mean,performance_mean,cognition_mean,motive_count,new_project_pref_count,promo_pref_count
262,2,4,4,5,2,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,4,5,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,5,5,4,4,4,3,4,5,4,5,3,4,4,3,5,3,5,4,4,3,5,4,4,5,3,3,5,4,4,3,4,4,4,4,5,4,4,3,4,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,,1,0,0,0,1,4.230769,4,3.900000,4.250000,4,4,3
263,1,1,2,4,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,5,5,5,5,4,4,5,4,4,3,4,4,5,5,4,5,4,5,5,5,5,5,5,5,1,2,2,2,1,2,2,2,3,2,3,1,2,3,4,5,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,,1,0,0,0,1,4.384615,4.800000,1.900000,2.250000,4,4,3
264,2,2,3,3,3,2,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,4,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,4,4,4,4,4,4,4,4,5,4,5,5,5,3,4,3,4,5,5,5,5,5,5,5,3,3,5,4,4,4,3,3,4,5,5,5,4,4,5,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.153846,4.600000,3.800000,4.500000,4,3,3
265,1,5,5,4,4,4,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,3,4,4,4,2,3,4,3,4,5,4,4,5,5,5,4,4,3,4,5,5,3,5,5,4,1,2,3,3,3,3,2,1,3,4,4,5,4,5,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,0,3.769231,4.300000,2.500000,4.250000,4,4,3
266,1,2,3,4,3,3,2,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,3,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,5,5,4,4,4,3,4,5,5,4,2,1,3,2,3,5,3,4,5,5,3,3,4,3,4,5,4,5,4,4,4,4,5,4,5,3,4,4,3,4,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,1,3.692308,3.800000,4.300000,4,4,3,3
267,2,2,4,2,3,1,3,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,0,1,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,4,4,4,4,4,5,5,4,3,5,5,4,5,5,3,5,3,3,4,4,4,5,5,5,3,4,4,3,5,4,5,3,5,4,3,3,4,5,5,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.307692,4.100000,4,3.750000,4,4,3
268,1,4,4,2,4,1,3,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,4,4,5,1,4,2,4,4,4,4,4,3,4,5,4,4,4,4,5,5,4,5,5,5,1,2,1,2,2,2,2,3,3,3,4,5,5,5,5,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,3.692308,4.500000,2.100000,4.750000,4,4,3
269,1,3,3,6,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,5,4,3,2,2,4,5,4,4,5,5,4,5,3,4,2,1,2,2,2,2,3,3,4,1,1,1,4,3,1,3,1,2,5,4,5,4,4,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.076923,2.400000,2.100000,4.500000,3,4,3
270,2,2,4,3,2,2,1,2,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,3,0,1,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,4,5,5,2,1,1,4,4,4,5,4,3,3,4,1,2,2,3,1,1,1,3,3,1,5,4,5,4,4,3,5,3,5,4,4,3,4,4,3,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,,1,0,0,0,0,3.538462,1.800000,4.200000,3.750000,4,3,2
271,2,4,3,5,2,1,5,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,5,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,5,3,3,5,4,5,5,4,4,4,4,4,5,5,5,5,5,4,3,5,4,3,5,2,2,2,3,4,2,3,3,1,2,4,3,3,4,5,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,1,4.230769,4.400000,2.400000,3.500000,4,4,3
272,1,3,4,2,4,1,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,4,4,3,5,3,4,3,4,3,4,5,5,3,3,2,3,1,3,1,1,2,3,2,4,5,4,4,4,5,3,5,3,4,4,4,4,4,3,3,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,,1,0,0,0,0,3.846154,2.100000,4.100000,4,4,4,3
273,2,2,2,2,5,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,4,4,5,5,3,4,4,4,4,4,3,1,3,3,5,4,4,4,4,5,3,5,4,4,4,4,3,5,4,3,5,4,5,4,3,3,4,5,5,4,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,,1,0,0,0,1,3.692308,4.200000,4.100000,3.750000,4,4,3
274,1,2,4,4,2,4,5,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,5,4,4,4,2,1,3,4,5,3,4,5,5,5,5,4,4,4,3,3,4,4,3,5,5,5,4,5,5,4,4,5,3,5,4,4,4,4,5,5,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,,1,0,0,0,1,3.769231,3.900000,4.500000,4,3,3,3
275,2,3,5,2,3,1,2,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2,1,0,1,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,4,3,5,4,5,4,3,3,3,4,3,4,4,4,3,3,4,4,5,3,5,4,5,4,4,5,4,5,4,3,3,4,5,4,3,5,5,5,4,4,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,,1,0,0,0,0,3.769231,4,4.100000,4.500000,4,4,3
276,2,4,4,4,2,3,4,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,0,1,0,0,,,,,,,,,,,0,1,0,0,1,0,1,0,0,4,4,3,4,4,4,3,5,5,5,4,2,4,3,4,5,3,5,5,4,3,3,4,4,3,3,4,4,3,3,4,3,4,5,5,4,5,4,4,4,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,0,0,0,3.846154,4,3.600000,4.500000,3,3,3
277,1,2,5,5,2,4,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,4,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,4,5,5,4,4,4,4,4,4,5,5,3,4,4,3,4,4,4,4,4,4,4,5,4,4,3,3,3,4,3,3,4,4,4,4,3,5,4,5,5,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,1,4.230769,4,3.500000,4,4,4,2
278,1,5,4,2,3,3,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,5,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,3,4,4,4,4,4,4,5,5,4,5,5,3,2,1,2,2,1,2,2,3,1,1,5,4,4,5,4,4,4,4,4,5,4,5,5,3,3,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.076923,1.700000,4.300000,4.250000,4,4,3
279,2,1,4,5,1,2,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,3,4,4,5,3,4,5,4,3,4,3,5,4,5,3,5,5,5,3,3,4,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,1,0,0,0,0,4.461538,4,4.100000,4,4,4,2
280,1,4,4,2,3,3,1,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,4,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,2,2,1,5,5,5,3,1,2,1,4,4,4,4,1,3,3,2,3,1,1,3,2,3,3,2,3,1,1,1,3,1,2,1,2,3,3,3,2,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,1,3,2.200000,1.800000,2.750000,3,4,2
281,2,2,3,5,2,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,4,4,4,3,5,3,4,5,3,4,3,4,3,3,3,4,4,3,3,4,5,5,4,5,4,4,3,5,3,5,4,3,5,4,5,4,5,4,3,4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,,1,0,0,0,0,3.769231,4,4,4.500000,3,3,3
282,1,5,4,2,4,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,5,3,4,5,5,3,3,4,3,4,4,5,4,5,4,4,4,5,4,4,5,5,3,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,,1,0,0,0,0,4.461538,3.800000,4.300000,4.250000,3,4,2
283,2,5,4,2,3,1,2,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,4,3,5,4,4,4,3,3,1,1,5,4,4,5,5,4,4,5,3,3,3,4,5,4,4,4,3,5,5,3,5,5,4,4,4,4,3,4,5,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,3.538462,4,4.200000,3.750000,4,4,3
284,2,3,4,2,3,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,3,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,5,4,4,5,5,4,4,4,4,4,4,3,4,4,4,5,5,5,4,4,4,5,4,4,4,3,4,5,4,5,4,4,4,3,4,4,3,3,5,4,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,,1,0,0,0,1,4.153846,4.400000,4,3.500000,3,4,3
285,1,2,4,6,2,2,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,5,3,4,4,4,5,4,4,3,5,5,5,4,2,2,3,3,3,3,1,3,2,3,4,3,5,4,4,4,3,4,5,5,4,4,4,4,5,4,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,,1,0,0,0,0,4.153846,2.500000,4.100000,4,4,4,2
286,2,4,3,2,1,1,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,4,5,4,3,4,5,3,5,4,4,5,3,5,4,5,5,5,5,4,3,5,4,3,5,1,1,3,1,3,2,2,3,3,3,4,5,4,5,4,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,,1,0,0,0,0,4.076923,4.400000,2.200000,4.500000,4,4,3
287,2,2,2,5,2,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,4,4,5,5,4,4,3,4,5,5,5,5,5,4,4,5,4,4,4,4,4,5,4,3,4,3,4,4,4,3,4,4,5,5,4,4,3,5,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,1,4.461538,4.200000,3.800000,4,3,3,3
288,1,1,3,3,4,1,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,3,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,3,2,2,3,2,3,1,3,2,2,2,2,3,2,1,3,1,2,3,1,2,3,2,1,3,3,2,3,2,1,1,2,3,2,1,3,1,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,,1,0,0,0,0,2.230769,1.900000,2.200000,1.500000,4,4,2
289,2,2,4,4,3,2,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,4,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,4,5,4,4,4,4,5,4,4,5,4,4,4,4,2,1,3,1,3,2,4,3,1,3,4,5,4,4,4,4,4,4,5,4,5,4,5,5,5,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,,1,0,0,0,1,4.230769,2.300000,4.200000,4.750000,4,4,3
290,2,2,3,6,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,3,5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,3,3,4,4,3,4,4,5,4,3,4,5,5,5,5,4,4,5,4,4,5,3,5,5,4,3,4,3,5,4,5,4,4,5,4,5,4,4,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,1,0,0,0,1,3.923077,4.400000,4.100000,4.250000,4,4,2
291,1,5,4,2,4,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,3,5,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,4,4,5,5,3,4,3,3,3,3,3,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,3,5,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,0,0,1,3.769231,4.700000,4.600000,4.500000,4,3,3
292,1,2,4,2,2,2,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,4,4,5,3,2,3,3,2,1,1,3,4,4,4,3,3,1,1,3,3,3,3,1,2,1,2,3,2,2,1,1,2,3,1,3,1,3,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,3,2.300000,1.800000,2,3,4,3
293,2,3,2,2,2,2,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,4,5,4,5,5,5,3,3,5,5,4,5,5,4,5,4,4,5,4,4,5,3,5,5,1,1,1,1,4,4,2,4,2,1,4,4,4,3,5,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,,1,0,0,0,0,4.384615,4.400000,2.100000,3.750000,4,4,3
294,2,2,4,5,4,3,3,2,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,4,3,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,3,4,3,5,5,5,5,4,4,3,4,5,3,5,4,4,3,4,4,4,4,4,3,5,5,5,4,5,3,3,3,4,5,5,5,3,4,4,4,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,,1,0,0,0,1,4.230769,3.900000,4.200000,4,4,3,2
295,2,5,3,4,2,2,3,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,4,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,4,5,5,5,5,4,5,5,3,3,3,3,5,4,5,4,3,4,5,4,5,4,4,4,3,3,5,3,5,4,5,4,4,5,4,4,3,3,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,1,4.307692,4.200000,4,4,4,4,3
296,1,3,2,6,3,1,2,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,1,1,0,1,0,0,0,,,,,,,,,,,1,0,0,1,0,1,0,0,0,4,3,3,3,4,5,4,5,4,4,3,3,4,5,5,4,4,5,3,4,4,5,3,4,4,5,4,5,3,4,5,4,4,4,4,4,5,4,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,,1,0,0,0,0,3.846154,4.100000,4.200000,4.250000,4,3,3
297,1,2,4,8,4,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,4,4,4,3,4,4,4,5,3,4,3,3,5,5,5,4,5,3,4,4,4,5,4,3,1,1,3,3,1,1,3,1,2,2,5,4,5,4,4,5,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,0,3.846154,4.100000,1.800000,4.500000,4,4,2
298,2,5,3,2,4,3,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,4,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,3,5,3,4,3,4,4,3,3,5,4,4,5,5,5,5,4,4,4,3,3,4,5,3,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.307692,3.700000,4.500000,3.750000,4,4,3
299,1,3,4,5,2,1,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,3,5,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,4,3,4,5,5,5,4,4,5,4,4,4,4,3,3,3,5,4,4,4,5,4,4,4,5,5,4,4,4,4,3,5,4,3,3,5,4,4,5,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,,1,0,0,0,1,4.307692,3.900000,4.200000,3.750000,4,4,3
300,2,5,2,6,2,3,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,5,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,1,0,0,1,0,0,3,2,1,5,4,5,4,3,5,5,3,4,4,3,4,3,4,3,4,5,4,3,5,3,3,2,2,3,2,1,1,1,1,2,5,4,4,3,5,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,0,3.615385,3.800000,1.800000,4,4,3,3
301,1,2,4,5,2,1,4,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,4,3,5,5,4,4,2,2,3,1,1,3,1,2,5,4,5,3,4,4,4,4,5,4,3,1,2,1,3,2,3,1,3,1,4,5,4,4,4,5,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,3,4.200000,2,4.250000,4,3,2
302,1,2,3,2,4,1,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,4,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,5,3,5,4,3,4,4,5,3,4,5,4,4,4,5,4,4,5,4,4,5,3,5,5,4,3,3,5,3,5,4,5,4,4,1,3,4,3,4,3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,,1,0,0,0,0,4.076923,4.400000,4,2.750000,4,4,2
303,1,5,4,5,5,2,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,3,2,3,3,3,5,5,4,4,4,4,3,5,4,5,4,4,5,3,3,3,4,5,4,2,3,2,1,3,3,3,2,1,4,4,4,4,5,5,4,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,,1,0,0,0,0,3.615385,4,2.400000,4.250000,3,3,3
304,1,4,2,8,3,2,1,2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,3,3,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,0,0,5,4,5,4,3,4,5,5,5,4,3,1,3,1,5,5,3,5,3,4,3,5,4,5,4,4,4,3,3,3,4,4,4,5,5,5,5,5,5,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,1,0,0,0,1,3.769231,4.200000,3.800000,5,4,3,3
305,2,3,1,3,4,1,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,,,,,,,,,,,0,1,0,0,1,0,1,0,0,1,3,1,5,5,4,5,4,4,3,5,3,5,5,4,4,4,5,4,5,4,4,3,4,2,2,1,1,3,2,2,1,2,3,4,5,5,3,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,0,0,0,3.692308,4.100000,1.900000,4.250000,4,3,3
306,2,4,2,4,2,1,3,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,4,0,1,0,1,0,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,5,4,4,5,3,4,4,5,3,4,5,4,5,3,4,5,4,4,5,5,4,3,4,4,2,2,2,1,3,3,3,3,1,1,4,5,4,5,5,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.076923,4.200000,2.100000,4.500000,4,4,3
307,2,3,2,3,4,2,3,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,5,4,3,3,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,4,5,4,3,4,5,4,3,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4.384615,4.600000,4.300000,4,4,4,3
308,1,1,4,2,3,3,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,4,3,4,4,1,1,1,1,2,2,4,4,5,4,4,4,5,4,3,5,4,3,3,4,4,4,5,3,3,4,4,5,3,4,3,3,3,4,4,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,0,0,0,2.692308,3.900000,3.900000,3.250000,4,4,3
309,1,2,3,4,2,3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,4,5,5,4,4,4,5,4,5,5,4,5,4,5,5,4,4,3,4,5,5,3,5,5,4,3,5,3,5,3,4,4,3,4,4,4,3,3,4,4,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,,1,0,0,0,0,4.538462,4.300000,3.800000,3.500000,4,4,2
310,2,4,2,6,4,3,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,1,2,2,2,1,2,3,3,3,3,2,1,1,1,1,3,1,4,3,2,3,1,1,1,3,2,1,1,1,1,2,1,1,3,2,1,3,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,0,0,0,0,0,2,2,1.600000,2,4,3,3
311,1,3,3,4,2,3,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,3,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,4,4,4,5,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,5,3,4,4,4,4,5,4,5,4,3,4,4,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,0,4,4.200000,4,4,4,4,2
312,2,3,4,8,3,3,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,4,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,5,4,5,4,4,3,4,4,4,5,4,3,5,4,4,4,3,4,4,4,4,4,3,5,4,4,4,5,3,4,4,5,3,3,3,2,3,1,4,3,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,,1,0,0,0,1,4.076923,3.900000,3.900000,2.250000,4,4,2
313,2,2,4,2,2,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,3,1,2,1,3,4,5,4,4,4,4,5,3,5,2,4,3,3,1,3,3,2,3,1,5,4,5,5,4,4,3,4,4,4,4,5,5,4,3,4,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,0,3.461538,2.500000,4.200000,4.500000,4,4,2
314,1,2,4,2,3,3,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,4,4,4,2,4,3,3,5,5,5,3,4,4,4,3,3,3,2,1,3,2,3,3,1,3,2,2,3,2,2,3,2,1,2,5,5,5,4,4,5,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,1,0,0,0,0,3.846154,2.400000,2.200000,4.750000,4,3,2
315,1,2,3,3,3,1,3,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,4,1,0,1,0,0,1,0,,,,,,,,,,,0,1,0,1,0,0,1,0,0,4,3,3,5,5,5,3,4,5,3,4,3,4,4,3,2,1,1,1,1,3,2,2,2,4,5,4,4,5,5,4,4,5,5,5,4,5,4,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,,1,0,0,0,1,3.923077,1.800000,4.500000,4.500000,4,4,3
316,2,1,3,5,4,3,3,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,3,0,1,1,0,0,1,0,,,,,,,,,,,0,1,0,1,0,0,1,0,0,5,4,5,3,4,3,4,3,4,5,5,3,5,4,4,4,4,4,4,4,3,5,4,4,5,5,5,3,4,3,4,5,4,5,5,3,5,4,5,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,,1,0,0,0,0,4,4,4.300000,4.250000,4,4,3
317,2,2,1,2,4,3,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,4,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,4,4,4,3,5,5,3,5,5,4,5,3,4,4,4,3,3,5,5,4,3,3,5,4,5,4,3,3,3,4,5,4,4,4,5,4,5,5,3,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,,1,0,0,0,0,4.153846,3.900000,3.900000,4.750000,4,4,3
